name,generation,status,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,percentage_male,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
Heatmor,5,Normal,1,Fire,none,1.4,58,484,85,97,66,105,66,65,90,70,169,50,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Durant,5,Normal,2,Bug,Steel,0.3,33,484,58,109,112,48,48,109,90,70,169,50,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
Deino,5,Normal,2,Dark,Dragon,0.8,17.3,300,52,65,50,45,50,38,45,35,60,50,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
Zweilous,5,Normal,2,Dark,Dragon,1.4,50,420,72,85,70,65,70,58,45,35,147,50,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
Hydreigon,5,Normal,2,Dark,Dragon,1.8,160,600,92,105,90,125,90,98,45,35,270,50,1,0.5,0.5,0.5,0.5,2,2,1,0,1,0,2,1,0.5,2,0.5,1,4
Larvesta,5,Normal,2,Bug,Fire,1.1,28.8,360,55,85,55,50,55,60,45,70,72,50,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
Volcarona,5,Normal,2,Bug,Fire,1.6,46,550,85,60,65,135,105,100,15,70,248,50,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
Cobalion,5,Sub Legendary,2,Steel,Fighting,2.1,250,580,91,90,129,90,72,108,3,35,261,,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
Terrakion,5,Sub Legendary,2,Rock,Fighting,1.9,260,580,91,129,90,72,90,108,3,35,261,,0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2
Virizion,5,Sub Legendary,2,Grass,Fighting,2,200,580,91,90,72,90,129,108,3,35,261,,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
Tornadus Incarnate Forme,5,Sub Legendary,1,Flying,none,1.5,63,580,79,115,70,125,80,111,3,90,261,100,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
Tornadus Therian Forme,5,Sub Legendary,1,Flying,none,1.4,63,580,79,100,80,110,90,121,3,90,261,100,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
Thundurus Incarnate Forme,5,Sub Legendary,2,Electric,Flying,1.5,61,580,79,115,70,125,80,111,3,90,261,100,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
Thundurus Therian Forme,5,Sub Legendary,2,Electric,Flying,3,61,580,79,105,70,145,80,101,3,90,261,100,1,1,1,0,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
Reshiram,5,Legendary,2,Dragon,Fire,3.2,330,680,100,120,100,150,120,90,3,0,306,,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
Zekrom,5,Legendary,2,Dragon,Electric,2.9,345,680,100,150,120,120,100,90,3,0,306,,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
Landorus Incarnate Forme,5,Sub Legendary,2,Ground,Flying,1.5,68,600,89,125,90,115,80,101,3,90,270,100,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
Landorus Therian Forme,5,Sub Legendary,2,Ground,Flying,1.3,68,600,89,145,90,105,80,91,3,90,270,100,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
Kyurem,5,Legendary,2,Dragon,Ice,3,325,660,125,130,90,130,90,95,3,0,297,,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
Black Kyurem,5,Legendary,2,Dragon,Ice,3.3,325,700,125,170,100,120,90,95,3,0,315,,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
White Kyurem,5,Legendary,2,Dragon,Ice,3.6,325,700,125,120,90,170,100,95,3,0,315,,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
Keldeo Ordinary Forme,5,Mythical,2,Water,Fighting,1.4,48.5,580,91,72,90,129,90,108,3,35,261,,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
Keldeo Resolute Forme,5,Mythical,2,Water,Fighting,1.4,48.5,580,91,72,90,129,90,108,3,35,261,,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
Meloetta Aria Forme,5,Mythical,2,Normal,Psychic,0.6,6.5,600,100,77,77,128,128,90,3,100,270,,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
Meloetta Pirouette Forme,5,Mythical,2,Normal,Fighting,0.6,6.5,600,100,128,90,77,77,128,3,100,270,,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
Genesect,5,Mythical,2,Bug,Steel,1.5,82.5,600,71,120,95,120,95,99,3,0,270,,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
Chespin,6,Normal,1,Grass,none,0.4,9,313,56,61,65,48,45,38,45,70,63,87.5,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Quilladin,6,Normal,1,Grass,none,0.7,29,405,61,78,95,56,58,57,45,70,142,87.5,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Chesnaught,6,Normal,2,Grass,Fighting,1.6,90,530,88,107,122,74,75,64,45,70,239,87.5,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
Fennekin,6,Normal,1,Fire,none,0.4,9.4,307,40,45,40,62,60,60,45,70,61,87.5,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Braixen,6,Normal,1,Fire,none,1,14.5,409,59,59,58,90,70,73,45,70,143,87.5,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Delphox,6,Normal,2,Fire,Psychic,1.5,39,534,75,69,72,114,100,104,45,70,240,87.5,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
Froakie,6,Normal,1,Water,none,0.3,7,314,41,56,40,62,44,71,45,70,63,87.5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Frogadier,6,Normal,1,Water,none,0.6,10.9,405,54,63,52,83,56,97,45,70,142,87.5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Greninja,6,Normal,2,Water,Dark,1.5,40,530,72,95,67,103,71,122,45,70,239,87.5,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
Ash-Greninja,6,Normal,2,Water,Dark,1.5,40,640,72,145,67,153,71,132,45,70,288,100,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
Bunnelby,6,Normal,1,Normal,none,0.4,5,237,38,36,38,32,36,57,255,70,47,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Diggersby,6,Normal,2,Normal,Ground,1,42.4,423,85,56,77,50,77,78,127,70,148,50,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1
Fletchling,6,Normal,2,Normal,Flying,0.3,1.7,278,45,50,43,40,38,62,255,70,56,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Fletchinder,6,Normal,2,Fire,Flying,0.7,16,382,62,73,55,56,52,84,120,70,134,50,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
Talonflame,6,Normal,2,Fire,Flying,1.2,24.5,499,78,81,71,74,69,126,45,70,175,50,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
Scatterbug,6,Normal,1,Bug,none,0.3,2.5,200,38,35,40,27,25,35,255,70,40,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Spewpa,6,Normal,1,Bug,none,0.3,8.4,213,45,22,60,27,30,29,120,70,75,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Vivillon,6,Normal,2,Bug,Flying,1.2,17,411,80,52,50,90,50,89,45,70,185,50,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
Litleo,6,Normal,2,Fire,Normal,0.6,13.5,369,62,50,58,73,54,72,220,70,74,25,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
Pyroar,6,Normal,2,Fire,Normal,1.5,81.5,507,86,68,72,109,66,106,65,70,177,25,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
Flabébé,6,Normal,1,Fairy,none,0.1,0.1,303,44,38,39,61,79,42,225,70,61,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Floette,6,Normal,1,Fairy,none,0.2,0.9,371,54,45,47,75,98,52,120,70,130,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Florges,6,Normal,1,Fairy,none,1.1,10,552,78,65,68,112,154,75,45,70,248,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Skiddo,6,Normal,1,Grass,none,0.9,31,350,66,65,48,62,57,52,200,70,70,50,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Gogoat,6,Normal,1,Grass,none,1.7,91,531,123,100,62,97,81,68,45,70,186,50,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Pancham,6,Normal,1,Fighting,none,0.6,8,348,67,82,62,46,48,43,220,70,70,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Pangoro,6,Normal,2,Fighting,Dark,2.1,136,495,95,124,78,69,71,58,65,70,173,50,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
Furfrou,6,Normal,1,Normal,none,1.2,28,472,75,80,60,65,90,102,160,70,165,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Espurr,6,Normal,1,Psychic,none,0.3,3.5,355,62,48,54,63,60,68,190,70,71,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Meowstic Male,6,Normal,1,Psychic,none,0.6,8.5,466,74,48,76,83,81,104,75,70,163,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Meowstic Female,6,Normal,1,Psychic,none,0.6,8.5,466,74,48,76,83,81,104,75,70,163,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Honedge,6,Normal,2,Steel,Ghost,0.8,2,325,45,80,100,35,37,28,180,70,65,50,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
Doublade,6,Normal,2,Steel,Ghost,0.8,4.5,448,59,110,150,45,49,35,90,70,157,50,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
Aegislash Blade Forme,6,Normal,2,Steel,Ghost,1.7,53,520,60,150,50,150,50,60,45,70,234,50,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
Aegislash Shield Forme,6,Normal,2,Steel,Ghost,1.7,53,520,60,50,150,50,150,60,45,70,234,50,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
Spritzee,6,Normal,1,Fairy,none,0.2,0.5,341,78,52,60,63,65,23,200,70,68,50,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Aromatisse,6,Normal,1,Fairy,none,0.8,15.5,462,101,72,72,99,89,29,140,70,162,50,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Swirlix,6,Normal,1,Fairy,none,0.4,3.5,341,62,48,66,59,57,49,200,70,68,50,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Slurpuff,6,Normal,1,Fairy,none,0.8,5,480,82,80,86,85,75,72,140,70,168,50,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Inkay,6,Normal,2,Dark,Psychic,0.4,3.5,288,53,54,53,37,46,45,190,70,58,50,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
Malamar,6,Normal,2,Dark,Psychic,1.5,47,482,86,92,88,68,75,73,80,70,169,50,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
Binacle,6,Normal,2,Rock,Water,0.5,31,306,42,52,67,39,56,50,120,70,61,50,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
Barbaracle,6,Normal,2,Rock,Water,1.3,96,500,72,105,115,54,86,68,45,70,175,50,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
Skrelp,6,Normal,2,Poison,Water,0.5,7.3,320,50,60,60,60,60,30,225,70,64,50,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
Dragalge,6,Normal,2,Poison,Dragon,1.8,81.5,494,65,75,90,97,123,44,55,70,173,50,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
Clauncher,6,Normal,1,Water,none,0.5,8.3,330,50,53,62,58,63,44,225,70,66,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Clawitzer,6,Normal,1,Water,none,1.3,35.3,500,71,73,88,120,89,59,55,70,100,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Helioptile,6,Normal,2,Electric,Normal,0.5,6,289,44,38,33,61,43,70,190,70,58,50,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
Heliolisk,6,Normal,2,Electric,Normal,1,21,481,62,55,52,109,94,109,75,70,168,50,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
Tyrunt,6,Normal,2,Rock,Dragon,0.8,26,362,58,89,77,45,45,48,45,70,72,87.5,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
Tyrantrum,6,Normal,2,Rock,Dragon,2.5,270,521,82,121,119,69,59,71,45,70,182,87.5,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
Amaura,6,Normal,2,Rock,Ice,1.3,25.2,362,77,59,50,67,63,46,45,70,72,87.5,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
Aurorus,6,Normal,2,Rock,Ice,2.7,225,521,123,77,72,99,92,58,45,70,104,87.5,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
Sylveon,6,Normal,1,Fairy,none,1,23.5,525,95,65,65,110,130,60,45,70,184,87.5,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Hawlucha,6,Normal,2,Fighting,Flying,0.8,21.5,500,78,92,75,74,63,118,100,70,175,50,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
Dedenne,6,Normal,2,Electric,Fairy,0.2,2.2,431,67,58,57,81,67,101,180,70,151,50,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
Carbink,6,Normal,2,Rock,Fairy,0.3,5.7,500,50,50,150,50,150,50,60,70,100,,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
Goomy,6,Normal,1,Dragon,none,0.3,2.8,300,45,50,35,55,75,40,45,35,60,50,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
Sliggoo,6,Normal,1,Dragon,none,0.8,17.5,452,68,75,53,83,113,60,45,35,158,50,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
Goodra,6,Normal,1,Dragon,none,2,150.5,600,90,100,70,110,150,80,45,35,270,50,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
Klefki,6,Normal,2,Steel,Fairy,0.2,3,470,57,80,91,80,87,75,75,70,165,50,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
Phantump,6,Normal,2,Ghost,Grass,0.4,7,309,43,70,48,50,60,38,120,70,62,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Trevenant,6,Normal,2,Ghost,Grass,1.5,71,474,85,110,76,65,82,56,60,70,166,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Pumpkaboo Average Size,6,Normal,2,Ghost,Grass,0.4,5,335,49,66,70,44,55,51,120,70,67,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Pumpkaboo Small Size,6,Normal,2,Ghost,Grass,0.3,3.5,335,44,66,70,44,55,56,120,70,67,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Pumpkaboo Large Size,6,Normal,2,Ghost,Grass,0.5,7.5,335,54,66,70,44,55,46,120,70,67,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Pumpkaboo Super Size,6,Normal,2,Ghost,Grass,0.8,15,335,59,66,70,44,55,41,120,70,67,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Gourgeist Average Size,6,Normal,2,Ghost,Grass,0.9,12.5,494,65,90,122,58,75,84,60,70,173,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Gourgeist Small Size,6,Normal,2,Ghost,Grass,0.7,9.5,494,55,85,122,58,75,99,60,70,173,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Gourgeist Large Size,6,Normal,2,Ghost,Grass,1.1,14,494,75,95,122,58,75,69,60,70,173,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Gourgeist Super Size,6,Normal,2,Ghost,Grass,1.7,39,494,85,100,122,58,75,54,60,70,173,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Bergmite,6,Normal,1,Ice,none,1,99.5,304,55,69,85,32,35,28,190,70,61,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Avalugg,6,Normal,1,Ice,none,2,505,514,95,117,184,44,46,28,55,70,180,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Noibat,6,Normal,2,Flying,Dragon,0.5,8,245,40,30,35,45,40,55,190,70,49,50,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Noivern,6,Normal,2,Flying,Dragon,1.5,85,535,85,70,80,97,80,123,45,70,187,50,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Xerneas,6,Legendary,1,Fairy,none,3,215,680,126,131,95,131,98,99,45,0,306,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Yveltal,6,Legendary,2,Dark,Flying,5.8,203,680,126,131,95,131,98,99,45,0,306,,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
Zygarde 50% Forme,6,Legendary,2,Dragon,Ground,5,305,600,108,100,121,81,95,95,3,0,270,,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Zygarde 10% Forme,6,Legendary,2,Dragon,Ground,1.2,33.5,486,54,100,71,61,85,115,3,0,219,,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Zygarde Complete Forme,6,Legendary,2,Dragon,Ground,4.5,610,708,216,100,121,91,95,85,3,0,319,,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Diancie,6,Mythical,2,Rock,Fairy,0.7,8.8,600,50,100,150,100,150,50,3,70,270,,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
Mega Diancie,6,Mythical,2,Rock,Fairy,1.1,27.8,700,50,160,110,160,110,110,3,70,315,,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
Hoopa Hoopa Confined,6,Mythical,2,Psychic,Ghost,0.5,9,600,80,110,60,150,130,70,3,100,270,,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
Hoopa Hoopa Unbound,6,Mythical,2,Psychic,Dark,6.5,490,680,80,160,60,170,130,80,3,100,306,,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
Volcanion,6,Mythical,2,Fire,Water,1.7,195,600,80,110,120,130,90,70,3,100,270,,1,0.25,0,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5
Rowlet,7,Normal,2,Grass,Flying,0.3,1.5,320,68,55,55,50,50,42,45,70,64,87.5,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
Dartrix,7,Normal,2,Grass,Flying,0.7,16,420,78,75,75,70,70,52,45,70,147,87.5,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
Decidueye,7,Normal,2,Grass,Ghost,1.6,36.6,530,78,107,75,100,100,70,45,70,239,87.5,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Litten,7,Normal,1,Fire,none,0.4,4.3,320,45,65,40,60,40,70,45,70,64,87.5,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Torracat,7,Normal,1,Fire,none,0.7,25,420,65,85,50,80,50,90,45,70,147,87.5,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Incineroar,7,Normal,2,Fire,Dark,1.8,83,530,95,115,90,80,90,60,45,70,239,87.5,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
Popplio,7,Normal,1,Water,none,0.4,7.5,320,50,54,54,66,56,40,45,70,64,87.5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Brionne,7,Normal,1,Water,none,0.6,17.5,420,60,69,69,91,81,50,45,70,147,87.5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Primarina,7,Normal,2,Water,Fairy,1.8,44,530,80,74,74,126,116,60,45,70,239,87.5,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
Pikipek,7,Normal,2,Normal,Flying,0.3,1.2,265,35,75,30,30,30,65,255,70,53,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Trumbeak,7,Normal,2,Normal,Flying,0.6,14.8,355,55,85,50,40,50,75,120,70,124,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Toucannon,7,Normal,2,Normal,Flying,1.1,26,485,80,120,75,75,75,60,45,70,218,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Yungoos,7,Normal,1,Normal,none,0.4,6,253,48,70,30,30,30,45,255,70,51,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Gumshoos,7,Normal,1,Normal,none,0.7,14.2,418,88,110,60,55,60,45,127,70,146,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Grubbin,7,Normal,1,Bug,none,0.4,4.4,300,47,62,45,55,45,46,255,70,60,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Charjabug,7,Normal,2,Bug,Electric,0.5,10.5,400,57,82,95,55,75,36,120,70,140,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
Vikavolt,7,Normal,2,Bug,Electric,1.5,45,500,77,70,90,145,75,43,45,70,225,50,1,2,1,0.5,0.5,1,0.5,1,0,1,1,1,2,1,1,1,0.5,1
Crabrawler,7,Normal,1,Fighting,none,0.6,7,338,47,82,57,42,47,63,225,70,68,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Crabominable,7,Normal,2,Fighting,Ice,1.7,180,478,97,132,77,62,67,43,60,70,167,50,1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2
Oricorio Baile Style,7,Normal,2,Fire,Flying,0.6,3.4,476,75,70,70,98,70,93,45,70,167,25,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
Oricorio Pom-Pom Style,7,Normal,2,Electric,Flying,0.6,3.4,476,75,70,70,98,70,93,45,70,167,25,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
Oricorio Pa'u Style,7,Normal,2,Psychic,Flying,0.6,3.4,476,75,70,70,98,70,93,45,70,167,25,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
Oricorio Sensu Style,7,Normal,2,Ghost,Flying,0.6,3.4,476,75,70,70,98,70,93,45,70,167,25,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
Cutiefly,7,Normal,2,Bug,Fairy,0.1,0.2,304,40,45,40,55,40,84,190,70,61,50,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
Ribombee,7,Normal,2,Bug,Fairy,0.2,0.5,464,60,55,60,95,70,124,75,70,162,50,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
Rockruff,7,Normal,1,Rock,none,0.5,9.2,280,45,65,40,30,40,60,190,70,56,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Own Tempo Rockruff,7,Normal,1,Rock,none,0.5,9.2,280,45,65,40,30,40,60,190,70,56,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Lycanroc Midday Form,7,Normal,1,Rock,none,0.8,25,487,75,115,65,55,65,112,90,70,170,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Lycanroc Midnight Form,7,Normal,1,Rock,none,1.1,25,487,85,115,75,55,75,82,90,70,170,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Lycanroc Dusk Form,7,Normal,1,Rock,none,0.8,25,487,75,117,65,55,65,110,90,70,170,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Wishiwashi Solo Form,7,Normal,1,Water,none,0.2,0.3,175,45,20,20,25,25,40,60,70,61,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
